Date,Username,User tag,Content,Mentions,link
"2022-10-07,17:44:56","ritave","#0","@here ^ We have some special features just for Bogota, use that guide to get them","",""
"2022-10-07,17:52:28","andreolf","#0","This is nice","alexb0x#0",""
"2022-10-07,18:18:46","andreolf","#0","<@570689259535728660> https://github.com/MetaMask/snaps-skunkworks/discussions/675","0xbenzy#0",""
"2022-10-07,18:18:51","andreolf","#0","Re the guide","",""
"2022-10-07,19:08:22","lancenonce","#0","Gn!","",""
"2022-10-07,19:08:34","duckception","#0","Hi!","lancenonce#0",""
"2022-10-07,19:09:45","andreolf","#0","<@240486346848731136> <@770342544797204500> hacking in snaps! Good luck and come to the workshop later","duckception#0、lancenonce#0","https://cdn.discordapp.com/attachments/1018999236144156722/1028081728906080327/camphoto_1804928587.jpg"
"2022-10-07,19:18:12","ritave","#0","gn <@770342544797204500> and <@240486346848731136> !","duckception#0、lancenonce#0",""
"2022-10-07,19:39:05","hidetaka","#3633","<@327450725053497344> 
What is the advantage for notification by using  Metamask Snap compared to Push for mobile app?","andreolf#0",""
"2022-10-07,19:54:07","poppunkonchain","#0","","","https://cdn.discordapp.com/attachments/1018999236144156722/1028092893916823552/IMG_8844.jpg"
"2022-10-07,19:59:43","andreolf","#0","This video is a notification snap and it is self explanatory why https://m.youtube.com/watch?v=XN0lGZVFllI&feature=emb_title let me know if you have more questions","hidetaka#3633",""
"2022-10-07,20:00:28","andreolf","#0","<@449232806531301376> here is the guide https://github.com/MetaMask/snaps-skunkworks/discussions/675","0bijuan#0",""
"2022-10-07,20:07:41","andreolf","#0","Here is the repo https://devpost.com/software/vikings-2rp1lc <@292040190896373760>","jhb3#0",""
"2022-10-07,20:16:33","hidetaka","#3633","I watched this youtube but I can't watch about the advantage for notification by using  Metamask Snap compared to Push Protocol for mobile app?","andreolf#0",""
"2022-10-07,20:25:25","andreolf","#0","You could integrate push notifications inside MM at this point","hidetaka#3633",""
"2022-10-07,20:53:19","samschmitt","#0","Hi","",""
"2022-10-07,20:53:32","andreolf","#0","Check out this video re notification <@219517162728062978>","samschmitt#0",""
"2022-10-07,20:56:18","andreolf","#0","check also this one https://github.com/ritave/snap-passwordManager","samschmitt#0",""
"2022-10-07,22:31:35","ritave","#0","<@286578500314464258> 
How to encrypt / decrypt data inside of a snap
https://github.com/MetaMask/snaps-skunkworks/blob/main/packages/examples/examples/bls-signer/src/index.js#51

https://github.com/MetaMask/browser-passworder","gonzaotc.eth#0",""
"2022-10-07,22:39:40","ritave","#0","@here We've released 0.22.1 that fixes `@metamask/multichain-provider`, if you were using that package, please upgrade to the newest version","",""
"2022-10-07,22:55:47","doncord","#0","hi frens, i’m a product designer at metamask excited to see what’s being built and to help out.
 
anyone @here need input on a snap they’re working on—let me know and i’ll swing by 👌","",""
"2022-10-07,23:05:43","andreolf","#0","Hi all, snaps workshop in 25 min!","",""
"2022-10-07,23:28:40","andreolf","#0","Workshop on MetaMask happening now with Hassan. Building a snap from scratch!","",""
"2022-10-07,23:45:28","doncord","#0","Getting Started for Bogota
https://github.com/MetaMask/snaps-skunkworks/discussions/821","",""
"2022-10-07,23:55:55","doncord","#0","SIP-3: https://github.com/MetaMask/SIPs/blob/main/SIPS/sip-3.md
CAIP-2: https://github.com/ChainAgnostic/CAIPs/blob/master/CAIPs/caip-2.md
Typescript-template-snap: https://github.com/MetaMask/template-typescript-snap","",""
"2022-10-08,00:47:41","ritave","#0","Last call for any questions before MetaMask teams goes to get some sleep","",""
"2022-10-08,01:14:29","jarku.","#0","Hi! I want to make web3 calls in my Snap (like `decimals` on an ERC20). Currently we are using Rainbow Kit wrapped with WAGMI to connect to MetaMask--is there a way to import/access the Snap API from there?","",""
"2022-10-08,09:36:31","andreolf","#0","Checking","jarku.#0",""
"2022-10-08,11:09:09","alexb0x","#0","GM! If your team is looking for funding, a quick break, and a change of location, this GitCoin chat at our hacker house could be the answer.  Feel free to stay as long as you need to code, chat with mentors, and eat. https://lu.ma/sozuhaus-gitcoin","",""
"2022-10-08,11:35:13","ritave","#0","<@443901349516673035> the `wallet` is a normal web3 provider, same as `window.ethereum`, you can use it with any library that supports providers. Example would be `ethers.js`","jarku.#0",""
"2022-10-08,12:57:39","authenticexit","#0","Hey metamask, I'm building a chrome extension & i'd like to access the window.ethereum object provided from the user's metamask extension from my chrome extension (e.g. in content.js) 

i.e. i'd like to call a users metamask chrome extension to approve a tx from my chrome extension

any tips on the simplest way to do so?","",""
"2022-10-08,13:27:55","ritave","#0","<@519309306089308163> You can create a provider specifically designed to work with other extensions 

https://github.com/MetaMask/providers/blob/main/src/extension-provider/createExternalExtensionProvider.ts","authenticexit#0",""
"2022-10-08,14:43:27","ritave","#0","We're at the MetaMask booth if you want to talk technical face to face","",""
"2022-10-08,14:44:12","ismailemin","#0","Coming to ask a few questions","",""
"2022-10-08,14:47:54","andreolf","#0","<@834586505548267601> mira eso https://github.com/MetaMask/snaps-skunkworks/discussions/474","boris.polania#0",""
"2022-10-08,14:49:52","andreolf","#0","check this out too <@834586505548267601>","boris.polania#0、doncord#0",""
"2022-10-08,15:08:21","andreolf","#0","<@747212603717189655> the monorepo is here: https://github.com/MetaMask/snaps-skunkworks/discussions/675","thealexyao#0",""
"2022-10-08,16:24:23","ritave","#0","<@314849650509348864> 
https://github.com/trailofbits/manticore
https://github.com/ConsenSys/mythril",".m.f#0",""
"2022-10-08,18:38:14","ritave","#0","<@897599249687121970> 
1. Request `endowment:network-access`
2. Use fetch as normal inside snap (not cross-fetch)
3. Read about fetch and CORS headers problem","quantum.a#0",""
"2022-10-08,19:37:06","quantum.a","#0","quantum2839","",""
"2022-10-08,20:45:15","0xbenzy","#0","Hey guys, just a quick question regarding the snaps. I am trying to implement the request and one of the requirements is a snapId, does this need to be a globally unique ID? And this ID is the name of the npm package that needs to be deployed for the snap? Only managed to find this in terms of docs

https://docs.metamask.io/guide/snaps-development-guide.html#developing-a-snap","",""
"2022-10-08,20:49:23","0xbenzy","#0","And I also saw that the `wallet_invokeSnap` call is only invokable by websites? Is there a way to invoke this on-chain?","",""
"2022-10-08,20:50:04","0xbenzy","#0","Found the answer, `local:` for local testing and `npm:` prefixed string for public. 👍","",""
"2022-10-08,21:10:26","andreolf","#0","Yes","0xbenzy#0",""
"2022-10-08,23:45:15","likerod","#0","Do you guys have Small shirts left by any chance? :( I picked mine too big","",""
"2022-10-09,10:23:22","andreolf","#0","Yeah try to check out the booth","likerod#0",""
"2022-10-09,10:35:34","andreolf","#0","For everybody that is submitting a **MM Snaps**, we are at the booth and we would love to hear about your Build too! We are here for the next 2h at least","",""
"2022-10-09,10:38:28","madjarevicn","#0","Coming soon <@327450725053497344> ! 🙂","andreolf#0",""
"2022-10-09,10:49:30","andreolf","#0","great!","madjarevicn#0",""
"2022-10-09,11:19:46","andreolf","#0","@here we still miss some submissions presentation. If you submit your Snaps Build please come at the MetaMask booth for the presentation!","",""
"2022-10-09,14:13:35","andreolf","#0","ZK-Nullifier Snap please come to present to the MetaMask booth if you still didn't present-","",""
"2022-10-09,14:27:48","piotr0874","#0","I'm running, ETA 10 min","andreolf#0",""
"2022-10-09,14:36:17","andreolf","#0","ok thanks","piotr0874#0",""
"2022-10-10,13:10:24","andreolf","#0","To everybody that participated in the MM Snaps bounty! You guys were Awesome! Let's stay in touch and if you are in ETHLisbon feel free to connect! If you also plan to build Snap related content or new demos and have questions: this is the ConsenSys Discord Snaps channel: https://discord.gg/J53a556aY2","",""
"2023-02-09,06:27:54","awliang","#0","","","https://cdn.discordapp.com/attachments/1018999236144156722/1073203586105888788/722D3D21-CF7E-47A6-A893-51380D4055D1_4_5005_c.png"
"2023-04-04,11:27:14","awliang","#0","Hello and welcome to the <#1018999236144156722> channel <:nfteth:822186186016948314>

Feel free to reach out to the MetaMask Team at any point with your questions!

👀 **ABOUT**
A crypto wallet & gateway to blockchain apps.

**MetaMask** is the leading self-custodial wallet. The safe and simple way to access blockchain applications and web3. Trusted by millions of users worldwide.


🏆 **PRIZE OVERVIEW**

1️⃣ **Build on MetaMask SDK**
We have $3k max for up to 2 winners ($1.5 each or $3k for one team).

2️⃣ **Best Snap Use-case**
We have $3k max for up to 2 winners ($1.5 each or $3k for one team).

3️⃣ **Unity & MetaMask ❤️ Builders**
We have $1500 for one winner.

4️⃣ **Build a dapp on Linea**
We have $7500 max for up to 5 winners

**↓ Full Prize Breakdown Here ↓**
https://ethglobal.com/events/tokyo/prizes


🚀 **WORKSHOP**
Build with zkEVM: An L2 crash course
Time: 6:30 PM JST – Apr 14, 2023
Location: 5th Floor | Workshop Room 2


🔗 **IMPORTANT LINKS**
Metamask SDK Documentation: <https://c0f4f41c-2f55-4863-921b-sdk-docs.github.io/guide/metamask-sdk-intro.html>
Metamask SDK Dev Guide: <https://dev.to/metamask/metamask-sdk-dev-guide-4f6m>
MetaMask Snaps Documentation: <https://docs.metamask.io/guide/snaps.html#extend-the-functionality-of-metamask>
MetaMask Snaps Dev Guide: <https://dev.to/metamask/metamask-snaps-dev-guide-3dm3>
Unity SDK Docs: <https://c0f4f41c-2f55-4863-921b-sdk-docs.github.io/guide/metamask-sdk-unity.html>
Unity SDK video: <https://www.youtube.com/watch?v=fSt3eMTI7Zc>","",""
"2023-04-12,22:23:40","labsterx","#5485","Questions for the MetaMask team: I was trying to use the MetaMask SDK with VueJS and found it quite difficult to get started. I found a number of error messages from metamask-sdk.js when used with Vue.js.

Could you please help taking a look at this code: https://github.com/labsterx/veutify-metamask-sdk-test

You can see the error messages after running it using ""npm run dev"". The code for using MetaMask SDK is in src/main.js.

I'd appreciate your help! Thanks!","",""
"2023-04-14,08:36:30","Kurose","#5055","I got the same error as the following issue, when I tried MetaMask Snap.
How to fix this?
https://github.com/MetaMask/snaps-monorepo/issues/1345","",""
"2023-04-14,10:17:28","Kurose","#5055","I have trouble using 'wallet_switchEthereumChain' on MetaMask Flask. Does anyone know how to solve this?
I think this is the same problem with these issues. 
https://github.com/MetaMask/metamask-extension/issues/18453
https://github.com/MetaMask/metamask-extension/issues/18509","",""
"2023-04-14,10:25:08","Kurose","#5055","Now 'wallet_switchEthereumChain' works. Probably because I followed the instructions in the link below.
https://github.com/MetaMask/metamask-extension/issues/18453#issuecomment-1500799968","",""
"2023-04-14,13:52:04","gregskril","#0","hey I'm having trouble following this guide in the docs https://docs.metamask.io/snaps/get-started/quickstart

I installed Flask for FireFox, the Snaps CLI, created a repo from the github template, then on `yarn start` and attempt to connect wallet, I get this error: `An error happened: Failed to fetch Snap ""local:http://localhost:8080"": Invalid Snap manifest: manifest shasum does not match computed shasum..`","",""
"2023-04-14,13:56:54","gregskril","#0","update: reverting the most recent commit fixed it","",""
"2023-04-14,23:29:19","andreolf","#0","did you solve it?","gregskril#0",""
"2023-04-14,23:59:19","gregskril","#0","No, can I dm?","andreolf#0",""
"2023-04-15,04:11:20","justdoek","#0","<@327450725053497344> 
I wanna transfer ETH through cmd but having issue. Could I get explanation of this?
What is difference between ETH and LineaETH?
LineaETH is from hop exchange just like tech docs.
https://explorer.goerli.linea.build/address/0x5eC945dE12315FdB212d0518148e730A4E99176d/internal-transactions","andreolf#0","https://cdn.discordapp.com/attachments/1018999236144156722/1096709330457333770/image.png"
"2023-04-15,06:44:32","swiiny12","#0","Hey 😃 I'm having this error while connection on Desktop and scanning QR code from metamask iOS app - Error: StreamMiddleware - Unknown response id ""3379203126"". Do someone knows what is happening?","",""
"2023-04-15,06:58:07","_emjlin","#0","0x5eC945dE12315FdB212d0518148e730A4E9917...","",""
"2023-04-15,07:05:04","mer9673","#0","would love to receive some linea goerli eth <:nfteth:822186186016948314> 🙏 
0x34827f4719e8BA3489Aa3f8FA14D9247Fa3b104d","",""
"2023-04-15,07:50:27","_emjlin","#0","would love to receive some linea goerli","",""
"2023-04-15,10:59:38","richa","#0775","How do we deploy to linea?","",""
"2023-04-15,11:23:28","_emjlin","#0","How to deploy on Linea","",""
"2023-04-15,12:54:40","zh3036","#0","i know it is very late now, but if anyone is still up , can i be sent some linear eth? 0xF9E30ad2236105B93f72f0342CD11da569fB3a03","",""
"2023-04-15,18:03:11","bchief","#0","Hey i need linea testnet funds please provide urgently 0x0062623038c3A46765b359Cc6621C4b8BD7fca5c","",""
"2023-04-15,19:02:37","_emjlin","#0","i know it is very late now but if anyone","",""
"2023-04-15,19:03:30","_emjlin","#0","Hey i need linea testnet funds please","",""
"2023-04-15,23:27:25","swiiny12","#0","This error occurs while connecting using MetaMaskSDK on brave browser, then if I retry to connect it show ""Channel is already open"" error","","https://cdn.discordapp.com/attachments/1018999236144156722/1097000269868453889/image.png"
"2023-04-16,00:36:08","andreolf","#0","AbSwapX can you come to the MetaMask booth","",""
"2023-04-16,20:52:07","landshark6969","#0","We built fully on-chain SVG Pokémon Battler Game with Metamask SDK Integration! <a:pokeball:728894310233145384> 

Live Game - https://ethmonsters.io/
ETHGlobal Project - https://ethglobal.com/showcase/ethmonsters-hze33","",""
"2023-04-16,23:19:12","andreolf","#0","Congratz to all the winners and who participated to our bounties!  It was great!","",""
"2023-04-17,22:22:10","landshark6969","#0","Where can we see winners?","andreolf#0",""
"2023-04-19,01:10:33","andreolf","#0","```
1️⃣ Metamask — Best SDK Usage — Cryptalk — $1000.00
1️⃣ Metamask — Best SDK Usage — Mimiku — $1000.00
1️⃣ Metamask — Best SDK Usage — Asguard — $1000.00
1️⃣ Metamask — Best SDK Usage — Github verified Lens — $1000.00

2️⃣ Metamask — Best Snap — De_Terminal — $1500.00
2️⃣ Metamask — Best Snap — ENS Expiry Notice from MetaMask — $1500.00

3️⃣ Metamask — Best Unity Hack — MARM(Music Assets and Rights Management) — $500.00

4️⃣ Linea — Best Use — Penguin Network — $1500.00
4️⃣ Linea — Best Use — Accio.NFT — $1500.00
4️⃣ Linea — Best Use — dApp/Contract Verifier — $1500.00
4️⃣ Linea — Best Use — Catch — $1500.00
4️⃣ Linea — Best Use — DeFuture — $1500.00
```","landshark6969#0",""
"2023-05-08,12:36:22","awliang","#0","","","https://cdn.discordapp.com/attachments/1018999236144156722/1105171347719602196/Viewable_on_TV.png"
"2023-05-08,12:39:41","awliang","#0","Hello and welcome to the <#1018999236144156722> channel <:nfteth:822186186016948314>

Feel free to reach out to the MetaMask Team at any point with your questions!

👀 **ABOUT**
**MetaMask** is the leading self-custodial wallet. The safe and simple way to access blockchain applications and web3. Trusted by millions of users worldwide.

**Linea** is a type 2 zero knowledge Ethereum Virtual Machine (zkEVM). A zkEVM replicates the Ethereum environment as a rollup and allows developers to build on it as they would on Ethereum mainnet. Linea allows you to deploy any smart contract, use any tool, and develop as if you're building on Ethereum. For users, this enables the experience and security guarantees of Ethereum, but with lower transaction costs.


🏆 **PRIZE OVERVIEW**

**1. Build a dapp on Linea**
*We have $5000 max for up to 5 winners*

**2. Unity & MetaMask ❤️ Builders**
*We have $1000 for one winner.*

**3. Build on MetaMask SDK**
We have $2k max for up to 2 winners ($1k each or $2k for one team).


**↓ Full Prize Breakdown Here ↓**
https://ethglobal.com/events/lisbon/prizes


🚀 **WORKSHOP**
Build with Linea: An L2 crash course
Time: 06:30 PM WEST – May 12, 2023
Location: 2nd Floor | Workshop Room 2

https://youtu.be/xm_vqVXUYhI


🔗 **IMPORTANT LINKS**
**Build a dapp on Linea**
https://docs.linea.build/overview
https://community.linea.build/
https://support.linea.build/hc/en-us

**MetaMask Snaps**
https://docs.metamask.io/snaps/
https://dev.to/metamask/metamask-snaps-dev-guide-3dm3

**Unity & MetaMask ❤️ Builders**
https://assetstore.unity.com/preview/249789/793929
https://docs.metamask.io/wallet/how-to/use-sdk/gaming/unity
https://www.youtube.com/watch?v=fSt3eMTI7Zc

**Build on MetaMask SDK**
https://docs.metamask.io/wallet/how-to/use-sdk
https://dev.to/metamask/metamask-sdk-dev-guide-4f6m","",""
"2023-05-11,11:21:29","alexqnder","#0752","Hello!","",""
"2023-05-11,11:22:32","alexqnder","#0752","Is Linea having rpc issues? I saw that hop.exchange said that bridging to Linea may not work and I am getting an error when getting data from the chain","",""
"2023-05-11,12:04:49","sventime","#0","Hi! We've been working on our web3 game for a while, but for now we built only client part without web3 integration. We are keen to utilize Metamask Unity SDK and compete for the prize. Will we be eligible to compete for the prize, if we already have some developments (not web3 part), or the game should be developed from the scratch during hacking event? Thank you!","awliang#0",""
"2023-05-12,11:30:09","_emjlin","#0","We were last week cause we saw insane volume! It should be fine now

If you need linea eth please DM me!","alexqnder#0752",""
"2023-05-12,14:28:03","_emjlin","#0","hihi! if anyone here needs linea eth please DM me on telegram!
@pokemilymon","",""
"2023-05-13,09:02:24","doncord","#0","Hey all 🦊 

We're introducing a work-in-progress ✨**Snaps Simulator**✨

Our main goal is to reduce the friction for devs trying to build snaps, so we've decoupled snaps execution from MetaMask and run the production snaps environment directly in the browser.

This means:
— **Hot-reloading snaps with no install screens**
— Easy-access to sending requests to all types of snaps handlers (no building a dapp required)
— Simulation of the MetaMask background and connection to the underlying node
— Simulation of Snaps Custom UI dialogs and transaction insights directly in the browser

We hope this will help anyone building a snap during the hackathon — any feedback is much appreciated!

https://metamask.github.io/snaps-simulator/staging","",""
"2023-05-13,17:23:01","nichitagutu","#0","Hey, is there any SDK mentor somewhere around hacker space? Need some help with it in React 🤕","",""
"2023-05-13,18:08:31","gedithejedi","#0","<@1079036756353105968> me too, maybe we can find something together?","nichitagutu#0",""
"2023-05-13,18:09:06","nichitagutu","#0","What type of problem so you have and where are you? I'm on the 2 floor on the right","gedithejedi#0",""
"2023-05-13,18:10:22","gedithejedi","#0","I'm on the right in the balcony","",""
"2023-05-13,18:11:57","nichitagutu","#0","Where? I'm walking with laptop in my hands","gedithejedi#0",""
"2023-05-13,18:14:13","gedithejedi","#0","im just at the balcony doore","",""
"2023-05-13,18:14:37","gedithejedi","#0","<@1079036756353105968>","nichitagutu#0",""
"2023-05-13,18:15:24","gedithejedi","#0","on the blue couches","",""
"2023-05-13,18:15:52","nichitagutu","#0","Trying to find you 😆","gedithejedi#0",""
"2023-05-13,19:14:55","holsetymoon","#0","I can't seem to get any LineaETH token on Linea testnet. Can someone from Linea help with this please? I need some to deploy the contract on Linea!","",""
"2023-05-13,19:26:58","gedithejedi","#0","<@817578956294979625> I got some spare, can send you some. Im at the 2nd floor balcony to the right","holsetymoon#0",""
"2023-05-13,19:31:04","gedithejedi","#0","Im having some issues deploying on Linea, keep getting this while trying to mint an NFT on hardhat. It works no problem on REMIX though. Has anyone encountered this?","","https://cdn.discordapp.com/attachments/1018999236144156722/1107087650390814830/image.png"
"2023-05-13,19:33:02","gedithejedi","#0","<@501535981724499988> are you still online? 🙂","_emjlin#0",""
"2023-05-13,19:35:19","holsetymoon","#0","Thank you so much! Actually Emily has sent some over to me, so I'm good for now! 🙂","gedithejedi#0",""
"2023-05-13,19:42:41","gedithejedi","#0","<@817578956294979625> have you any luck minting nfts on the chain?","holsetymoon#0",""
"2023-05-13,19:47:03","holsetymoon","#0","That's something that my team did not try, unfortunately","gedithejedi#0",""
"2023-05-13,19:47:32","jordan.public","#0","https://ethglobal.com/showcase/guardian-oracle-keeper-protocol-rpcws","",""
"2023-05-13,19:55:43","jordan.public","#0","It looks like there is a problem with the Linea RPC for Görli testnet. The deployment runs eveywhere else (same script, just the RPC is different) and I get (BTW, using Foundry / Forge):

No files changed, compilation skipped
2023-05-13T23:53:14.524897Z ERROR sharedbackend: Failed to send/recv `basic` err=GetAccount(0x0000000000000000000000000000000000000000, 
Deserialization Error: expected value at line 1 column 1. Response: <html>
<head><title>429 Too Many Requests</title></head>
<body>
<center><h1>429 Too Many Requests</h1></center>
<hr><center>nginx</center>
</body>
</html>
) address=0x0000000000000000000000000000000000000000
The application panicked (crashed).
Message:  called `Option::unwrap()` on a `None` value
Location: /Users/runner/.cargo/registry/src/github.com-1ecc6299db9ec823/revm-3.1.1/src/evm_impl.rs:363

This is a bug. Consider reporting it at https://github.com/foundry-rs/foundry

Backtrace omitted. Run with RUST_BACKTRACE=1 environment variable to display it.
Run with RUST_BACKTRACE=full to include source snippets.


Please help if it is possible to mitigate this problem.","",""
"2023-05-14,00:06:21","nelsonrodmar.sismo.eth","#0","Hi can I get some ETH on Linea please ?
0x621AC9c06cf1aa650cFA198DA175dC5a5d2Ba516","",""
"2023-05-14,02:30:09","_emjlin","#0","I wonder if you’re getting rate limited? Can you try again?","jordan.public#0",""
"2023-05-14,02:30:16","_emjlin","#0","Sent","nelsonrodmar.sismo.eth#0",""
"2023-05-14,02:33:32","nelsonrodmar.sismo.eth","#0","Thanks","_emjlin#0",""
"2023-05-14,04:48:48","andreolf","#0","Well done with the submissions everybody! For all the teams that hack on Linea, SDK, or Snaps! please come to the 🦊 booth","",""
"2023-05-14,05:12:20","andreolf","#0","For all the teams that hack on Linea, SDK, or Snaps! please come to the 🦊 booth to present","",""
"2023-05-19,05:21:03","nichitagutu","#0","Hey there! I'm from ReCO2 team, we've made project for MetaMaskSDK track and I'd like to ask for feedback on our project, tips and points where we could've done better and how to improve our project","",""
"2023-05-19,10:42:20","nichitagutu","#0","<@327450725053497344> 
Hi Francesco! Can I get a reply, please? 🙏
We've got will to develop project further, but we're in need of feedback","andreolf#0",""
"2023-06-08,15:02:56","awliang","#0","","","https://cdn.discordapp.com/attachments/1018999236144156722/1116442257416011836/Waterloo_2.png"
