Date,Username,User tag,Content,Mentions,link
"2022-09-11,01:46:16","nanquiedo","#0","I have obtained the user's deposit/withdraw/borrow/repay/liquidation history from the graph but I don't know how I would go about calculating the health factor at a given time considering the interest rates
with the info I have right now I can only calculate health factors based on the principal amount of loans
Could there be a way to obtain the interest accrued by the user instead of calculating it?","",""
"2022-09-12,09:50:37","stanislav6300","#0","Hi <@202112256081788929>! Could you please check the DM.","defispartan#0",""
"2022-09-13,03:27:51","nanquiedo","#0","Could anyone help me with calculating a history of accrued interest?","",""
"2022-09-13,03:28:17","nanquiedo","#0","I'm having problems calculating interest for variable interest rate","",""
"2022-09-13,09:27:14","defispartan","#0","Unfortunately certain assets have been minted to the max_uint256, so they can no longer be minted :/ We are working on a V2 of faucets that fixes this","joelcodes#0",""
"2022-09-13,09:29:40","defispartan","#0","You can call `getUserAccountData` on the Pool contract at a pervious block using ethers (querying a full archive node) or perform this simulation in a browser using https://tenderly.co","nanquiedo#0",""
"2022-09-13,12:26:06","joelcodes","#0","Oooof that’s a bummer. Can you send me some directly?","defispartan#0",""
"2022-09-13,16:01:46","nanquiedo","#0","Thank you very much for your answer <@202112256081788929>, I'm looking into it right now. I think I'm very close to obtaining the full dataset I need. 😃","defispartan#0",""
"2022-09-13,21:39:23","zhanganiev","#0","Hello there

We are building raffle application for nfts, and we will have some `idle assets` (erc20, erc777) locked in contract.
We are looking for the way to use `idle assets` effectively in favor of application users and protocol treasury.

Is there is straight forward solution for it from AAVE?
Thank you","",""
"2022-09-13,23:42:07","numtel","#8850","Hello, so I just realized that I've been creating a P2P lending app that's very similar to ETHLend but I can't find any kind of post mortem about it, the website just redirects to Aave.com. What happened to ETHLend?","",""
"2022-09-14,07:22:02","Howard Peng","#5260","hiiii","",""
"2022-09-14,08:57:15","sarvagnakadiya","#1069","Hello AAVE,
how can I supply/withdraw funds to your Pool(AAVE)
can you please help me with it
It would be great if you share a little example of it.","",""
"2022-09-14,18:51:21","numtel","#8850","I'm not affiliated with aave but here's an example of how to deposit and withdrawal. https://github.com/numtel/sticky-contracts/blob/main/contracts/StickyInterestSkimmer.sol#L47 There's a mock pool and test too in the other directory","sarvagnakadiya#1069",""
"2022-09-15,02:38:34","sarvagnakadiya","#1069","Thanks for the help <@396436305531240448> 
But just to be sure. Do we have to use deposit() function to deposit onto AAVE pool?","numtel#8850",""
"2022-09-15,02:39:15","sarvagnakadiya","#1069","because as I read the documentation, we need to use supply() function to upload it on Pool.","",""
"2022-09-15,02:40:05","numtel","#8850","I think that might be the old version that uses supply?","",""
"2022-09-15,02:41:21","numtel","#8850","The confusing part to me was the last 2 arguments of the deposit function: onBehalfOf and referralCode","",""
"2022-09-15,02:41:34","numtel","#8850","You can deposit to another account with onBehalfOf","",""
"2022-09-15,02:41:57","numtel","#8850","Afaik, referralCode doesn't matter, so that's why I used 0","",""
"2022-09-15,02:53:36","sarvagnakadiya","#1069","I think supply() is the new version for it.","numtel#8850",""
"2022-09-15,02:53:51","sarvagnakadiya","#1069","https://docs.aave.com/developers/core-contracts/pool
have a look.","",""
"2022-09-15,02:55:04","numtel","#8850","Oh hmm maybe it's just an alias to the same function","",""
"2022-09-15,02:56:06","sarvagnakadiya","#1069","Okay thankyou for your help. I might try using the deposit() function.","",""
"2022-09-15,02:56:33","numtel","#8850","Ok you're right with supply","",""
"2022-09-15,02:56:56","numtel","#8850","If you look at the pool.sol file on GitHub it says deposit is deprecated but maintained for compatibility","",""
"2022-09-15,02:57:23","sarvagnakadiya","#1069","Okay! thankyou for your help","",""
"2022-09-15,10:42:26","aayush_gupta","#0","we are trying to create treasury dapp for DAO and want to earn yield on capital. can we use` AAVE` to do that and if yes, How ? and are we still qualify for bounty ?","",""
"2022-09-15,19:31:39","mmsaki","#0","hi team aave, I want to use some WETH on optimism goerli I was wondering what function allows me to  mint the ERC20 mintable on testnet","",""
"2022-09-16,03:42:45","mmsaki","#0","I was able to figure it out","",""
"2022-09-16,09:41:58","hashharan","#0","Hey AAVE team and fellow hackers, I have been flirting with this idea for some time and have finally decided to do it for this Hackathon. My goal is to create a ERC20 shorting protocol that simplifies the process of shorting any ERC20 tokens. My idea goes like this. When user comes wanting to short a particular amount of crypto currency. The protocol will collateral from them as required by AAVE to borrow that amount of crypto currency. We place the collateral to AAVE take the crypto currency and sell it in UNISWAP. This will effectively create a short position for the user. If the value of the crypto currency goes down and when the user wants to close the short position I will buy back the crypto from UNISWAP at a cheaper price and pay it back to AAVE and get my initial collateral back. Booking the difference as profit. If the price goes up but liquidation threshold is not reached the user can close the position booking a loss. In case it is liquidated the user books full loss corresponding to the LTV of the crypto currency when the loan was taken.","",""
"2022-09-16,09:43:20","hashharan","#0","Well what do guys think about this? Am I missing something?","",""
"2022-09-16,09:44:35","hashharan","#0","Will I be able offset the interest owed to AAVE for the borrowed crypto currency by lending the collateral and taking interest?","",""
"2022-09-16,12:22:46","paulodiaz","#0","We want to build an uncollateralized lending platform around AAVE's credit delegation features. For this, we have created a credit score model to provide lenders with information about borrowers behavior using AAVE collateralized borrowing history and Lens Protocol interactions with other users.
We are starting with coding and would like to hear some feedback on the project. Also we intend to add a feature where lenders can diversify their loans by depositing into a pools and lend to many users at a time.  Send me DM","",""
"2022-09-16,13:13:10","koheingt","#0","gmgm <@202112256081788929> 
its been a while since we met at ethdenver (:

we are building an operation tool for delegatees to solve voter apathy issue and make defi protocols like aave to be robust and resilient.
so love to get some feedback from u!
https://kohei-eth.notion.site/ETHOnline-2022-Operation-System-for-Delegatees-f7760e8d4cd04e3c8d3dce2028805c85","defispartan#0",""
"2022-09-16,14:20:44","numtel","#8850","I think aave grants dao just awarded a grant to build such a thing, not to dissuade your efforts https://airtable.com/shrfKMMjmEGsLBAJo/tblTo9YFEL3FyypwZ/viw10yypfQuTU9ut1/rece2ne5aEG47gTmh","koheingt#0",""
"2022-09-16,14:27:43","numtel","#8850","Hello, I'm also building an uncollateralized loan platform. I've got it mostly coded now but didn't write anything for aave credit delegation. (I wanted full capital efficiency even if it disaligns me from the prizes) If you haven't started coding yet and want to simplify your project by writing an aave delegation contract that interacts on top of my lwned as an optional feature for lenders, let me know, there's plenty of space on my team, (just me atm) otherwise maybe I'll have time to write something like that myself, not sure yet https://ethglobal.com/showcase/lwned-75x0f","paulodiaz#0",""
"2022-09-16,15:59:38","koheingt","#0","oh thanks for sharing! didnt know jun is working on recognized delegate program now (:
but to ur point its quite different thing. this is more like a framing a role, responsibility and compensation for paid delegatee role at aave (like recognized delegate program at Maker) and our pj is a internal management tool to reduce the friction of delegatees' work.","numtel#8850",""
"2022-09-16,16:04:29","numtel","#8850","Oh interesting, that sounds pretty good","koheingt#0",""
"2022-09-16,22:01:15","hashharan","#0","","","https://cdn.discordapp.com/attachments/1006682877653688340/1020514746451099648/BigShot_ERC20_shorting.jpeg"
"2022-09-16,22:01:36","hashharan","#0","let me know what do you guys think 🙂","",""
"2022-09-16,22:01:40","hashharan","#0","dm open","",""
"2022-09-16,22:20:12","numtel","#8850","You should make the whole thing an erc20 token where mint() performs the actions on the left and burn() performs the actions on the right, then it solves the ""some tokenized representation"" thing","hashharan#0",""
"2022-09-16,22:24:21","numtel","#8850","Not sure if there's any issues with opening positions at different times but then you could have your own set of short tokens to mirror aTokens. I think there are already some leveraged long/short tokens that exist","",""
"2022-09-16,22:51:46","numtel","#8850","Maybe it makes more sense to be an NFT than an erc20 since each position is going to have a unique liquidation price","",""
"2022-09-16,23:09:33","hashharan","#0","I didn't get into how exactly the tokenized representation should be but both very good ideas","",""
"2022-09-16,23:09:50","hashharan","#0","Can you point me to these projects or repos that do this?","numtel#8850",""
"2022-09-16,23:10:56","numtel","#8850","I don't know, I've just seen them while browsing coingecko sometimes. I can take a look if you can't find anything","hashharan#0",""
"2022-09-16,23:52:23","hashharan","#0","sure let me take look first and contact you","",""
"2022-09-17,07:56:47","hashharan","#0","the short option in coin gecko does not seem to do anything further","","https://cdn.discordapp.com/attachments/1006682877653688340/1020664614939263027/unknown.png"
"2022-09-17,08:32:40","l0gykal","#0","Hello I'd be interested to know if we can build something on top of AAVE Portals yet?","",""
"2022-09-17,12:41:54","donoso_eth","#0","Hi, I was wondering whether it is possible to check when after a credit delegation to a user, if this user has already borrowed the amount. I imagine there is no call back when the user borrows? any help is welcome","",""
"2022-09-17,14:36:59","donoso_eth","#0","Hi, I am trying on mumbai to min the 'usdc mintable token' tried several times but pending for a lot of time and then fails","",""
"2022-09-17,14:37:00","donoso_eth","#0","https://mumbai.polygonscan.com/tx/0x8d5995566e305d6d0c463357a4bdce32fd21faa4eeb267d8364689df6a95f6d6","",""
"2022-09-17,14:37:27","donoso_eth","#0","In other project I've tested on goerli and works perfectly","",""
"2022-09-18,09:02:04","l0gykal","#0","<@202112256081788929>","defispartan#0",""
"2022-09-19,13:41:20","0xprat","#0","Hey guys looking to talk to someone from the team regarding our project","",""
"2022-09-19,13:51:25","donoso_eth","#0","Hi, having this error when using faucet on mumbai on staging.aave.com","",""
"2022-09-19,13:51:28","donoso_eth","#0","","","https://cdn.discordapp.com/attachments/1006682877653688340/1021478649570017370/unknown.png"
"2022-09-19,13:51:36","donoso_eth","#0","not able to change any parameters","",""
"2022-09-19,19:29:22","numtel","#8850","Take a look at this token https://www.coingecko.com/en/coins/3x-long-bitcoin-token","hashharan#0",""
"2022-09-19,19:35:20","numtel","#8850","Looks like it is managed by an oracle service by ftx. If you can do it all on chain, that'd be cool. I'd imagine you'd have to rebase balances if the volatility range goes too far.","",""
"2022-09-20,05:25:23","stanislav6300","#0","Hello #aave! We'd like to deploy our DeForex project to Optimism Goerly testnet. 
Do you have your contracts for tests there?","",""
"2022-09-20,10:00:09","zkgpt","#0","you can get all Testnet contracts address from https://docs.aave.com/developers/deployed-contracts/v3-testnet-addresses","stanislav6300#0",""
"2022-09-20,10:35:48","stanislav6300","#0","Thanks!","zkgpt#0",""
"2022-09-20,21:32:15","markcarey","#0","Looking to interact with Aave V3 on mumbai, but seems all the `ERC20Mintable` test tokens are all taken (minted to the point that the totalSupply cannot be increased further). Any suggestion how we can test? 😉","",""
"2022-09-21,04:46:03","0xJess","#2735","<@923971611047112705> <@822180265753444412> The mumbai faucet is depleted, you can try a different test market until the faucet is renewed. Here is the link for the testnet addresses https://docs.aave.com/developers/deployed-contracts/v3-testnet-addresses","donoso_eth#0、markcarey#0",""
"2022-09-21,05:58:34","zhanganiev","#0","Hello,

In our project we have erc20 iddle assets. So we want those assets to work and not iddle.
If aave could solve that problem?

Would be glad to brainstorm about it and get solidity support like pair coding.

1. Do you have office hours?
2. Can we expect solidity support for aave implementation?","",""
"2022-09-21,06:44:27","donoso_eth","#0","thks, would be renewed before the end of hackathon?","0xJess#2735",""
"2022-09-21,19:16:38","markcarey","#0","Thanks. Yeah, I went with Goerli instead.... 😉","0xJess#2735",""
"2022-09-22,04:29:58","dolocat","#8098","Hi, may I know where can I get the aToken address after I've call supply() to the pool.sol? It seems that the function doesn't return the aToken address.","",""
"2022-09-22,22:50:14","markcarey","#0","It seems like the aToken address is output in one of the Events emitted. That said, I just look up the aToken addresses manually and store them in variables, so in my code I know that when supplying X, the AToken address will be Y, etc.","dolocat#8098",""
"2022-09-23,12:09:43","_heeze","#0","wanted to know what the base currency of the aave price feed is","","https://cdn.discordapp.com/attachments/1006682877653688340/1022902597478260786/Screenshot_2022-09-23_at_16.19.16.png"
"2022-09-23,18:13:22","0xJess","#2735","Hi <@526853083993735173>, please DM me for office hours/support","zhanganiev#0",""
"2022-09-23,18:24:05","0xJess","#2735","getAssetPrice(address asset) will return the price of the asset depending on the market e.g. USD, or ETH","_heeze#0",""
"2022-09-23,18:25:24","donoso_eth","#0","Hi  <@1004323901783945268> , can i query the current APY from an asset within the pool, I don't find the corresponding function?","0xJess#2735",""
"2022-09-23,18:27:44","donoso_eth","#0","I  am  doing calls from a contract, not using subgraphs","",""
"2022-09-23,18:39:03","donoso_eth","#0","<@1004323901783945268> is the function scaledTotalSupply used to calculate the APY in the atoken contract?","0xJess#2735",""
"2022-09-23,18:42:42","0xJess","#2735","Hello! This documentation shows on-chain for v2: https://docs.aave.com/developers/v/2.0/guides/apy-and-apr#on-chain (use Pool.sol if using V3)","donoso_eth#0",""
"2022-09-23,18:47:57","0xJess","#2735","The scaled total supply is the sum of all the updated stored balances, divided by the reserve index at the moment of the update","donoso_eth#0",""
"2022-09-23,18:52:33","0xJess","#2735","<@923971611047112705> Some extra info: https://docs.aave.com/risk/liquidity-risk/borrow-interest-rate#interest-rate-model. And a really cool new dev tool from Newt (https://twitter.com/wearenewt/status/1565010368077991937) --- https://www.config.fyi/ which helps to see risk parameters more clearly","donoso_eth#0",""
"2022-09-23,18:54:11","0xJess","#2735","Hey! You can DM me if you'd like to talk","0xprat#0",""
"2022-09-24,12:43:07","l0gykal","#0","Hey, do someone knows how to get the aToken address when you have the Token address?","",""
"2022-09-24,17:38:54","defispartan","#0","The ProtocolDataProvider (V2) or PoolDataProvider (V3) has a function called getReserveTokenAddresses which returns the aToken and debtToken addresses for an asset","l0gykal#0",""
"2022-09-25,03:36:53","l0gykal","#0","Thx🤟","",""
"2022-09-25,07:12:34","hashharan","#0","Hey all, I'm working on optimism aave market. I have a scenario where I want to withdraw the entire usdc collateral in the user's account from inside solidity. When I do getUserAccountData what is the currency of the totalCollateralBase variable. How to do I convert it to USDC in order to call the withdraw amount with it.
I tried getting the rate from oracle but the rate I got from the oracle for usdc did not make a lot of sense to me","",""
"2022-09-25,15:59:28","koheingt","#0","<@202112256081788929> 
we built the one-stop dashboard tool for delegatees to solve voter apathy issues to make defi protocols like aave to be robust and resilient at ethonline.

but we didn't manage to leave a github link for applying the sponsor integration in our submission 😭

this is the code for adding the AAVE governance details into our database. From there we are querying your governorBravo contract to fetch proposal and voting data.
https://github.com/senate-xyz/senate/blob/dev/prisma/seed.ts#L23
☝️ This is the code for adding the AAVE governance details into our database. From there we are querying your governorBravo contract to fetch proposal and voting data.
https://github.com/senate-xyz/senate/blob/dev/services/proposal-detective/src/app.ts#L11 
☝️ Here's the link for the contract querying part 


more on this pj page (: : https://ethglobal.com/showcase/senate-pxfwm","defispartan#0",""
"2022-09-25,19:40:39","newway1220","#0","This our project : https://ethglobal.com/showcase/futaba-gruwk
We have used Aave smart contract as Base contract to listen to events on Optimism.","",""
"2022-09-25,22:03:00","hashharan","#0","https://twitter.com/HariHaranHash/status/1574214114066325504?s=20&t=r-bWK0XYuhjJATU2RwFoag","",""
"2022-09-25,22:03:34","hashharan","#0","https://ethglobal.com/showcase/big-shot-wndi1","",""
"2022-09-25,22:04:30","hashharan","#0","https://github.com/HashHaran/BigShot","",""
"2022-09-26,03:17:22","0xsoe","#0","Hey <@202112256081788929> 

we integrates Aave V2/Aave V3 ! Let's check it out!

Napier integrates various lending protocol as yield source.  Napier AMM aggregates PTs into one nPT.  so, integrating larger TVL protocol results in more liqudity.

**Here's what we built:**

**Name**: 🧮 Napier Finance
**Description**: The most efficient fixed-yield market compatible with any DeFi yield sources and Principal Tokens.
**Github**: https://github.com/massun-onibakuchi/napier

**Public URL**: https://ethglobal.com/showcase/napier-finance-suazx","defispartan#0",""
"2022-09-30,03:38:43","0xsoe","#0","Hey Aave team <@202112256081788929> <@751163174769786982> ! Im Yusuke, founder at Napier Finance. Im so excited to win Aave 2nd prize in stablecoin growth department!🥈","defispartan#0、0xbilll#0",""
"2022-09-30,03:38:59","0xsoe","#0","Thank you very much. I'm sure that Napier will bring network effect like tvl growth into Aave near the future🫡","",""
"2022-09-30,03:40:06","0xsoe","#0","","","https://cdn.discordapp.com/attachments/1006682877653688340/1025311061861208114/unknown.png"
"2022-09-30,10:33:42","0xbilll","#0","Hey <@912892177556865025>! Thanks for reaching out and big congrats. Definitely stay in touch, excited to see whats next","0xsoe#0",""
"2022-10-01,04:18:14","0xsoe","#0","Hey thank you very much <@751163174769786982> ! Definitely keep intouch and  I wanna send you friend request but i couldnt.
can you share me your TG in DM?","0xbilll#0",""
"2022-10-01,10:04:22","0xbilll","#0","i can't either. find me in the main aave grants tg 🙂","0xsoe#0",""
"2023-02-09,06:26:09","awliang","#0","","","https://cdn.discordapp.com/attachments/1006682877653688340/1073203149021646918/722D3D21-CF7E-47A6-A893-51380D4055D1_4_5005_c.png"
