Date,Username,User tag,Content,Mentions,link
"2022-07-14,09:37:42","Anson","#6180","😄","",""
"2022-07-14,09:38:18","harpaljadeja.eth","#0","these uint8arrays are frustrating","",""
"2022-07-14,09:38:25","harpaljadeja.eth","#0","😅","",""
"2022-07-14,09:38:40","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997135043082330202/unknown.png"
"2022-07-14,09:38:43","harpaljadeja.eth","#0","this is how it looks like","",""
"2022-07-14,09:39:02","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997135135172481145/unknown.png"
"2022-07-14,09:39:07","harpaljadeja.eth","#0","this is what i am doing is this correct?","",""
"2022-07-14,09:44:06","Anson","#6180","seems fine to me","",""
"2022-07-14,09:44:26","harpaljadeja.eth","#0","returns empty string","",""
"2022-07-14,09:44:34","Anson","#6180","which?","",""
"2022-07-14,09:45:12","harpaljadeja.eth","#0","encryptedSymmetricKey after uint8arrayToString","",""
"2022-07-14,09:45:44","Anson","#6180","is `data.encryptedSymmetricKey` empty?","",""
"2022-07-14,09:46:01","harpaljadeja.eth","#0","no its a object","",""
"2022-07-14,09:46:05","harpaljadeja.eth","#0","shown above","",""
"2022-07-14,09:48:14","Anson","#6180","and what does `console.log(new Uint8Array(data.encryptedSymmetricKey))` gives you?","",""
"2022-07-14,09:49:14","harpaljadeja.eth","#0","i guess it converts to nothing","",""
"2022-07-14,09:49:15","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997137707753013260/unknown.png"
"2022-07-14,09:49:35","harpaljadeja.eth","#0","this is where i am getting stuck again and again 😅","",""
"2022-07-14,09:50:54","Anson","#6180","Have you tried removing `new Uint8Array` and just pass in `data.encryptedSymmetricKey`","",""
"2022-07-14,09:52:10","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997138440351121608/unknown.png"
"2022-07-14,09:53:40","harpaljadeja.eth","#0","this is what is returned from `saveEncryptionKey`","","https://cdn.discordapp.com/attachments/993005932902613103/997138820678029312/unknown.png"
"2022-07-14,09:54:14","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997138960587423784/unknown.png"
"2022-07-14,09:54:19","harpaljadeja.eth","#0","one of the examples has this comment","",""
"2022-07-14,09:57:15","Anson","#6180","If you go back to your 
```
const encryptedSymmetricKey = await litNodeClient.saveEncryptionKey({
      accessControlConditions,
      symmetricKey,
      authSig,
      chain,
    });
```

and check it with:
```
const testToDecrypt = LitJsSdk.uint8arrayToString(encryptedSymmetricKey, ""base16"");
```

what does `testToDecrypt` console log to","",""
"2022-07-14,10:00:02","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997140420893102151/unknown.png"
"2022-07-14,10:00:38","Anson","#6180","and if you go back to this, does it give you the same thing?","harpaljadeja.eth#0",""
"2022-07-14,10:01:31","harpaljadeja.eth","#0","no this returns empty string","",""
"2022-07-14,10:08:23","Anson","#6180","This should give you the result of `testToDecrypt`, there's something wrong with your `encryptedSymmetricKey` at the decrypting part, you can check what's the difference between the 2","harpaljadeja.eth#0",""
"2022-07-14,10:09:05","Anson","#6180","If you got a repo I can clone it to take a look","",""
"2022-07-14,10:11:11","harpaljadeja.eth","#0","i haven't do you mind coming on a call I know its too much to ask 😅","",""
"2022-07-14,10:16:04","harpaljadeja.eth","#0","the easiest i can think of is to store the hex version on the network","",""
"2022-07-14,10:16:07","harpaljadeja.eth","#0","then directly use that","",""
"2022-07-14,10:30:44","Anson","#6180","yea, sorry I can't at the moment.","",""
"2022-07-14,10:30:52","Anson","#6180","Does `console.log(data.encryptedSymmetricKey)` gives you anything?","",""
"2022-07-14,10:31:39","Anson","#6180","`data.encryptedSymmetricKey` should be the same as this","","https://cdn.discordapp.com/attachments/993005932902613103/997148379052265483/unknown.png"
"2022-07-14,10:38:40","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997150144640340049/unknown.png"
"2022-07-14,10:38:44","harpaljadeja.eth","#0","it is not a uint array","",""
"2022-07-14,10:38:49","harpaljadeja.eth","#0","just a regular object","",""
"2022-07-14,10:39:08","harpaljadeja.eth","#0","because when I stored it on decentralized storage i do JSON.stringify()","",""
"2022-07-14,10:39:55","harpaljadeja.eth","#0","when i convert this object to uint array it becomes 0","",""
"2022-07-14,10:43:31","Anson","#6180","I see, seems like you just need to extract the object values as array then turn it into Unit8array","",""
"2022-07-14,10:44:10","harpaljadeja.eth","#0","i tried doing [...encryptedSymmeticKey] but it didn't work","",""
"2022-07-14,10:44:18","Anson","#6180","```
const test = new Uint8Array(Object.values(data.encryptedSymmetricKey));
```
check what test console .log to","",""
"2022-07-14,10:44:55","harpaljadeja.eth","#0","yessssssss!","",""
"2022-07-14,10:45:19","Anson","#6180","I guess it works? lol","",""
"2022-07-14,10:46:09","harpaljadeja.eth","#0","it didn't 😅 but the error is different now","",""
"2022-07-14,10:46:21","harpaljadeja.eth","#0","progress","",""
"2022-07-14,10:47:08","harpaljadeja.eth","#0","my encrypted data looks like this","",""
"2022-07-14,10:47:12","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997152289397674114/unknown.png"
"2022-07-14,10:48:15","Anson","#6180","when you encrypt it you turn blob to a string, when you decrypt it you need to turn string back to a blob","",""
"2022-07-14,10:48:27","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997152605627220079/unknown.png"
"2022-07-14,10:49:56","harpaljadeja.eth","#0","encryption gave me a blob","Anson#6180",""
"2022-07-14,10:53:49","Anson","#6180","yea, you will need to turn that into a string before putting it in `packagedData`","harpaljadeja.eth#0",""
"2022-07-14,11:05:28","harpaljadeja.eth","#0","how do i convert back to blob","",""
"2022-07-14,11:05:33","harpaljadeja.eth","#0","I have a uint8array","",""
"2022-07-14,11:06:09","Anson","#6180","just so happen here's a snippet for you:
```
const dataURItoBlob = (dataURI) => {

    console.log(dataURI);

    
    var byteString = window.atob(dataURI.split(',')[1]);
    var mimeString = dataURI.split(',')[0].split(':')[1].split(';')[0]
    var ab = new ArrayBuffer(byteString.length);
    var ia = new Uint8Array(ab);
    for (var i = 0; i < byteString.length; i++) {
        ia[i] = byteString.charCodeAt(i);
    }
    
    var blob = new Blob([ab], {type: mimeString});

    return blob;
  }
```","",""
"2022-07-14,11:26:20","harpaljadeja.eth","#0","has anybody been able to succesfully encrypt and decrypt string 😂","",""
"2022-07-14,11:26:50","harpaljadeja.eth","#0","i don't have a dataURI just a uint8array","Anson#6180",""
"2022-07-14,11:27:05","harpaljadeja.eth","#0","what's the for loop for it is not even being used 😅","",""
"2022-07-14,12:05:26","Anson","#6180","If you want just to encrypt/decrypt string, I just created an example for you: https://github.com/LIT-Protocol/lit-demo-simple-string-encrypt/blob/main/src/App.js","harpaljadeja.eth#0",""
"2022-07-14,12:59:02","harpaljadeja.eth","#0","thanks!","Anson#6180",""
"2022-07-14,12:59:58","Anson","#6180","Maybe visualising it helps too, created this for ya <@533355122340659200>","harpaljadeja.eth#0",""
"2022-07-14,13:00:13","Anson","#6180","","","https://cdn.discordapp.com/attachments/993005932902613103/997185764158885928/lit_static_encryption.jpeg"
"2022-07-14,13:31:45","Carl","#0186","<@528729934789869596> Hi! If we want to use the lit-ceramic-integration to store a JSON object, should we just stringify said JSON and just use the integration as is?","Anson#6180",""
"2022-07-14,13:57:05","harpaljadeja.eth","#0","many thanks","Anson#6180",""
"2022-07-14,13:57:24","harpaljadeja.eth","#0","put this in the docs 😅 really good","Anson#6180",""
"2022-07-14,21:27:42","Carl","#0186","<@399725459455213579> Hi! If we want to use the lit-ceramic-integration to store a JSON object, should we just stringify the JSON and just use the integration as is?","rwiggum#0",""
"2022-07-15,01:13:17","harpaljadeja.eth","#0","<@528729934789869596> I think the decryption has a mistake which is that encryptedData then needs to be converted back to Blob","Anson#6180",""
"2022-07-15,02:12:47","harpaljadeja.eth","#0","<@528729934789869596> how can we use our own wallet of choice like Rainbowkit","Anson#6180",""
"2022-07-15,02:19:16","harpaljadeja.eth","#0","this is the line of code where Buffer is not defined error is given and it makes the metamask pop again","",""
"2022-07-15,02:19:21","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/997386874995884032/unknown.png"
"2022-07-15,02:19:22","harpaljadeja.eth","#0","<@399725459455213579>","rwiggum#0",""
"2022-07-15,02:19:29","harpaljadeja.eth","#0","https://github.com/LIT-Protocol/lit-js-sdk/blob/ed3a103290cd49add05ba1b97feed2dbdf18a179/src/utils/eth.js#L286","",""
"2022-07-15,03:06:39","blitzordd","#0","Hey guys I just had one doubt,
How can we update accessControlConditions while using `lit-ceramic-sdk`? The example in the docs is good but it gives no knowledge of how to do the same using `lit-ceramic-sdk`","",""
"2022-07-15,03:12:46","harpaljadeja.eth","#0","hey have you found a way to use wallets other than metamask with Lit protocol?","blitzordd#0",""
"2022-07-15,03:34:46","blitzordd","#0","Nah, I am currently using just metamask. Havent really tried to use other wallets but I dont think that there should be an issue coz of using other wallets as long as you can sign messages for encryption and decryption.","harpaljadeja.eth#0",""
"2022-07-15,03:38:15","harpaljadeja.eth","#0","<@528729934789869596> this part of docs is wrong","Anson#6180","https://cdn.discordapp.com/attachments/993005932902613103/997406729488830474/unknown.png"
"2022-07-15,03:38:16","harpaljadeja.eth","#0","signAndSaveAuthMessage returns nothing","",""
"2022-07-15,03:38:21","harpaljadeja.eth","#0","I can confirm that","",""
"2022-07-15,06:35:14","Anson","#6180","Yes, correct, the encryptedString will need to be converted back to blob if it was converted to string before storing it somewhere","harpaljadeja.eth#0",""
"2022-07-15,06:38:20","Anson","#6180","I don't think we can at the moment, but you can fork our `lit-js-sdk` and integrate the Rainbowkit if you wish","harpaljadeja.eth#0",""
"2022-07-15,07:17:43","blitzordd","#0","<@528729934789869596>","Anson#6180",""
"2022-07-15,07:18:15","harpaljadeja.eth","#0","I am using signAndSave for now","Anson#6180",""
"2022-07-15,07:18:31","harpaljadeja.eth","#0","i will add some check to not sign every time","",""
"2022-07-15,08:04:48","newway1220","#0","Hey, we are working on a dApp "" StudyBuddy"" that will facilitate the ""on-boarding"" of devs into web3 by providing an exchange marketplace for ""knowledge"" between developers :
- Hacker / developer can sell his NFT ( notes of course / hackathon etc ) to another dev and become his mentor and when this is done --> they can chat on p2p chat and help each other. 

I have a question : 

with Lit-Protocol is it possible to encrypt the data we will sell as NFT?","",""
"2022-07-15,08:40:28","Anson","#6180","If you check the source code `./src/integration.ts` there's a function called `updateAccess` which accepts your `streamId` and `newAccessControlConditions` as params, I believe you can use that to update it","blitzordd#0",""
"2022-07-16,15:21:58","juanito.sad","#0","this link is broken. Missing /docs","","https://cdn.discordapp.com/attachments/993005932902613103/997946213850697890/unknown.png"
"2022-07-17,16:47:50","huskymania","#1751","Question around lit. We want to create tests where the results will be stored on IPFS. We obvs don't want people to be able to see the results if they share the ipfs hash. What would be the best way to encrypt the answers using Lit but where people passing the text can verify their answers?","",""
"2022-07-17,16:47:53","huskymania","#1751","thanks!!","",""
"2022-07-17,17:09:34","Anson","#6180","You can store your encrypted answers on IPFS along with your access control conditions, chain, and encrypted symmetric key, so that when you pull the data down from IPFS, you can retrieve the symmetric key from the ""getEncryptionKey"" from the lit nodes to decrypt your answers","",""
"2022-07-17,17:44:48","huskymania","#1751","but how can we make sure our platform can cross check but other people can't? would we whitelist some addresses?","",""
"2022-07-18,11:24:27","JorgeO","#1360","gm everyone!","",""
"2022-07-18,11:27:39","JorgeO","#1360","Hi <@528729934789869596>, so it's safe to store the `encrypted symmetric key` in a place with public access? Like storing the zip file generated by `encryptFileAndZipWithMetadata`  in IPFS?","Anson#6180",""
"2022-07-18,11:50:32","Anson","#6180","Yea, the encryptedSymmetricKey is, well, encrypted, so it can be public, check this demo out:
https://tinyurl.com/3ty3sbzb","JorgeO#1360",""
"2022-07-18,12:50:20","JorgeO","#1360","okay, thank you <@528729934789869596>, I thought so, but just wanted to double check!","Anson#6180",""
"2022-07-19,06:14:03","harpaljadeja.eth","#0","<@528729934789869596> can the sign message be customized?","Anson#6180",""
"2022-07-19,07:32:05","Anson","#6180","Here's an example of hotwallet signing: https://github.com/LIT-Protocol/hotwallet-signing-example/blob/main/sign.js","harpaljadeja.eth#0",""
"2022-07-19,07:40:10","harpaljadeja.eth","#0","can't install siwe","Anson#6180","https://cdn.discordapp.com/attachments/993005932902613103/998917161894563911/unknown.png"
"2022-07-19,07:40:15","harpaljadeja.eth","#0","i guess i will have downgrade ethers","",""
"2022-07-19,15:12:58","andriy656","#0","Question. Is there a posibility to use SC and use Lit Actions and PKP’s to get authorized signature and encrypted message ? As i get it you need to implement that inside of your protocol?Tnx for answer","",""
"2022-07-19,20:13:48","rwiggum","#0","apologies about that.  if you have a minute to drop an issue in the SIWE github repo that would be great!","harpaljadeja.eth#0",""
"2022-07-19,20:14:29","rwiggum","#0","yes, this should be possible.  You can encrypt / decrypt with Lit Actions and PKPs, and also sign messages as well.","andriy656#0",""
"2022-07-19,20:15:44","rwiggum","#0","Tomorrow at 4:30pm EST we're doing office hours in our Discord.  I'll be there to help and chat about anything!  You can join using this link https://discord.com/events/896185694857343026/996137634172764270 or just head to our discord at https://litgateway.com/discord and find the voice channel","",""
"2022-07-20,14:03:35","richie5596","#0","Are there any examples using the lit-ceramic integration server side?","",""
"2022-07-21,03:00:14","harpaljadeja.eth","#0","<@528729934789869596> has there been a recent change","Anson#6180","https://cdn.discordapp.com/attachments/993005932902613103/999571489407901716/unknown.png"
"2022-07-21,03:00:42","harpaljadeja.eth","#0","the docs says to put functionName and functionParams where the request sent to Lit Node has method and parameters","",""
"2022-07-21,03:04:10","harpaljadeja.eth","#0","please help 😅","",""
"2022-07-21,03:04:11","harpaljadeja.eth","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/999572482526814278/unknown.png"
"2022-07-21,03:04:12","harpaljadeja.eth","#0","<@399725459455213579>","rwiggum#0",""
"2022-07-21,12:02:45","andriy656","#0","Hi Chris we have a problem with custom contract code can you help us
const accessControlConditions = [
        {
            contractAddress: ""0xEb6645593B1B6325f818ACFCA2Dc0D1f969DD54c"",
            functionName: ""balanceOf"",
            functionParams: ["":userAddress""],
            functionAbi: {
                type: ""function"",
                stateMutability: ""view"",
                outputs: [
                    {
                        type: ""uint256"",
                        name: """",
                        internalType: ""uint256"",
                    },
                ],
                name: ""balanceOf"",
                inputs: [
                    {
                        type: ""address"",
                        name: ""account"",
                        internalType: ""address"",
                    },
                ],
            },
            chain,
            returnValueTest: {
                key: """",
                comparator: "">"",
                value: ""0"",
            },
        },
    ]
This is the error
Image
We used scaffold ETH for testing and Kovan network
const accessControlConditions = [
        {
            contractAddress: '0xEb6645593B1B6325f818ACFCA2Dc0D1f969DD54c',
            standardContractType: 'ERC721',
            chain,
            method: 'balanceOf',
            parameters: [
                ':userAddress'
            ],
            returnValueTest: {
                comparator: '>',
                value: '0'
            }
        }
    ]
this file works","",""
"2022-07-21,12:08:03","andriy656","#0","","","https://cdn.discordapp.com/attachments/993005932902613103/999709352791375902/unknown.png"
"2022-07-21,12:08:13","andriy656","#0","error which we get","",""
"2022-07-21,16:03:05","mentor.eth","#0","Hello team!

We're trying to figure out from the docs whether it is possible for one user to encrypt something with an access control that allows another user to decrypt.

Is this possible?","",""
"2022-07-21,18:47:03","andriy656","#0","We figured it out everything works fine now!!!","",""
"2022-07-21,19:21:35","andriy656","#0","Try to use this method: ""eth_getBalance"",
    parameters: ["":userAddress"", ""latest""],","harpaljadeja.eth#0",""
